id,tag1
23433, Additional armour
23439, Damaged
23451, Cope cage
23454, Mine plow/roller
23480, Damaged
23482, Cope cage
23494, Shattered
23497, Cope cage
23510, Armour kit missing
23511, Damaged
23512, Damaged
23516, Damaged
23517, Damaged
23519, Z
23528, Damaged
23531, Cope cage
23549, Cope cage
23550, Damaged
23562, Cope cage
23570, Damaged
23571, Damaged
23572, Cope cage
23578, Damaged
23586, Cope cage
23589, Cope cage
23590, Shattered
23591, Damaged
23618, Shattered
23624, Flipped
23633, Damaged
23635, Damaged
23643, Shattered
23644, Shattered
23645, Cope cage
23651, Flipped
23660, Damaged
23663, Damaged
23664, Damaged
23665, Cope cage
23668, Underwater
23672, Cope cage
23695, Cope cage
23722, Shattered
23728, Shattered
23743, Cope cage
23756, ☐
23761, Damaged
23766, Cope cage
23767, Damaged
23769, Damaged
23772, Cope cage
23774, Cope cage
23775, Cope cage
23785, Damaged
23792, Cope cage
23793, Cope cage
23830, Cope cage
23836, Armour kit missing
23856, Cope cage
23874, Mine plow/roller
23883, Additional armour
23911, Z
23914, Loitering
23920, Cope cage
23949, Jammer
23951, Shattered
23952, Cope cage
23959, Shattered
23977, Damaged
23979, Damaged
23987, Shattered
23991, Shattered
24014, Cope cage
24032, Cope cage
24034, Mine plow/roller
24035, Shattered
24037, Damaged
24038, Additional armour
24046, Cope cage
24047, Damaged
24052, Cope cage
24073, ☐
24080, Expanded cabin
24084, Mine plow/roller
24094, Cope cage
24096, Shattered
24099, Jammer
24110, Jammer
24112, ▲
24113, Expanded cabin
24114, ☐
24122, Shattered
24124, Jammer
24126, Cope cage
24127, Cope cage
24137, Mine plow/roller
24147, V
24148, ☐
24149, V
24155, Damaged
24164, Shattered
24172, Damaged
24185, Shattered
24186, Cope cage
24200, Jammer
24201, Cope cage
24203, Shattered
24211, Shattered
24213, Shattered
24218, Expanded cabin
24235, Damaged
24283, Z
24289, Shattered
24302, Shattered
24314, Shattered
24324, Shattered
24350, Shattered
24353, Damaged
24354, Cope cage
24356, Damaged
24370, Cope cage
24378, Cope cage
24382, Damaged
24390, Damaged
24408, Cope cage
24409, Improvised
24418, Mine plow/roller
24431, Cope cage
24443, Z
24444, Shattered
24454, Cope cage
24455, Cope cage
24463, Cope cage
24467, Z
24492, ∇
24493, Shattered
24494, Jammer
24510, Damaged
24511, Damaged
24513, Armour kit missing
24519, Cope cage
24554, Cope cage
24556, Cope cage
24560, Flipped
24564, Shattered
24568, Cope cage
24587, Cope cage
24590, Underwater
24596, Damaged
24601, Shattered
24603, Cope cage
24605, Additional armour
24608, Armour kit missing
24619, Additional armour
24622, Expanded cabin
24623, Cope cage
24626, Cope cage
24628, Jammer
24631, Flipped
24632, Shattered
24638, Armour kit missing
24639, Armour kit missing
24644, Additional armour
24645, Z
24646, Shattered
24649, Shattered
24655, Cope cage
24665, Cope cage
24666, Armour kit missing
24667, ▲
24679, Shattered
24691, Damaged
24709, Z
24713, Shattered
24720, Cope cage
24722, Armour kit missing
24732, ⧸
24740, ◇
24742, Cope cage
24743, ∆
24746, Cope cage
24747, Damaged
24749, Damaged
24751, Damaged
24755, Damaged
24758, Cope cage
24766, Cope cage
24786, Damaged
24787, Damaged
24789, Damaged
24792, Damaged
24794, Cope cage
24803, Mine plow/roller
24821, Shattered
24834, Shattered
24836, Shattered
24859, Cope cage
24880, Z
24899, Cope cage
24903, Cope cage
24912, Cope cage
24921, Cope cage
24927, Cope cage
24930, Shattered
24935, Cope cage
24939, ◇
24966, ☐
24969, Cope cage
24982, ◇
24991, Shattered
24996, Additional armour
24997, Additional armour
25003, Additional armour
25005, Cope cage
25010, Jammer
25011, Cope cage
25024, Cope cage
25032, Damaged
25037, Damaged
25039, Cope cage
25040, Damaged
25042, Shattered
25043, O
25051, Cope cage
25054, Damaged
25055, Mine plow/roller
25062, Cope cage
25063, V
25066, Shattered
25081, Cope cage
25084, V
25088, Cope cage
25090, Mine plow/roller
25091, Mine plow/roller
25095, Z
25098, Damaged
25104, Additional armour
25106, Cope cage
25107, Damaged
25109, Cope cage
25128, Shattered
25130, Cope cage
25134, Cope cage
25141, Cope cage
25144, Cope cage
25171, V
25175, Shattered
25203, Damaged
25208, Cope cage
25221, Shattered
25234, Damaged
25235, Damaged
25237, Shattered
25239, ◇
25252, Damaged
25256, Jammer
25272, Additional armour
25277, Cope cage
25280, Flipped
25281, Cope cage
25282, Cope cage
25287, Cope cage
25288, Damaged
25291, ⧸
25293, ⧸
25294, ⧸
25295, Damaged
25299, Damaged
25304, Damaged
25316, Additional armour
25317, Cope cage
25320, Cope cage
25323, Shattered
25324, Damaged
25331, Shattered
25345, Shattered
25366, Jammer
25373, Damaged
25374, Mine plow/roller
25376, Cope cage
25381, Additional armour
25384, Additional armour
25386, Cope cage
25399, Z
25412, Cope cage
25419, Damaged
25420, Damaged
25422, Additional armour
25424, Expanded cabin
25429, Cope cage
25430, Shattered
25431, Shattered
25432, Damaged
25433, Damaged
25434, Damaged
25436, Damaged
25452, Expanded cabin
25460, Cope cage
25463, Z
25467, Jammer
25474, Shattered
25476, Damaged
25482, Shattered
25484, Jammer
25486, Damaged
25488, Damaged
25489, Damaged
25491, Damaged
25495, Shattered
25496, Mine plow/roller
25503, Damaged
25532, Jammer
25533, Cope cage
25538, Shattered
25545, Shattered
25559, Cope cage
25565, Cope cage
25566, Cope cage
25567, Damaged
25573, Cope cage
25582, Mine plow/roller
25600, Shattered
25616, Cope cage
25620, Jammer
25630, Shattered
25631, Cope cage
25633, Shattered
25638, Shattered
25648, Cope cage
25650, ⧸
25659, Cope cage
25678, Damaged
25679, Damaged
25680, Cope cage
25682, Cope cage
25684, Cope cage
25692, Damaged
25693, Flipped
25696, Damaged
25698, Armour kit missing
25700, Damaged
25701, Mine plow/roller
25715, Damaged
25725, Additional armour
25726, Additional armour
25727, Cope cage
25769, Cope cage
25772, Shattered
25780, Expanded cabin
25781, Additional armour
25783, Cope cage
25784, Cope cage
25790, Shattered
25793, Damaged
25801, Damaged
25804, Cope cage
25805, Cope cage
25811, Mine plow/roller
25817, Shattered
25818, Cope cage
25823, Damaged
25827, Z
25831, Damaged
25832, Cope cage
25846, Damaged
25847, Damaged
25848, Cope cage
25852, ◇
25866, Cope cage
25885, Expanded cabin
25886, Expanded cabin
25888, Mine plow/roller
25889, O
25893, PL-1
25907, Cope cage
25913, Cope cage
25921, Damaged
25923, Cope cage
25944, Cope cage
25945, Cope cage
25952, Z
25995, Cope cage
26004, Damaged
26005, Damaged
26008, Cope cage
26013, Cope cage
26038, Damaged
26042, Damaged
26044, Z
26045, Damaged
26067, Cope cage
26073, Cope cage
26083, Expanded cabin
26092, Damaged
26115, Cope cage
26122, Cope cage
26126, Cope cage
26138, Shattered
26139, Cope cage
26141, Cope cage
26144, Cope cage
26149, Cope cage
26151, Cope cage
26152, Additional armour
26155, Cope cage
26157, Mine plow/roller
26168, Jammer
26170, Jammer
26172, Damaged
26177, Cope cage
26183, Damaged
26188, Cope cage
26190, O
26203, Armour kit missing
26207, Additional armour
26210, Cope cage
26214, Cope cage
26221, Cope cage
26231, Cope cage
26232, Flipped
26250, Cope cage
26268, Damaged
26272, Jammer
26282, Cope cage
26284, Cope cage
26285, Cope cage
26290, Damaged
26308, Shattered
26313, Shattered
26316, Damaged
26317, Damaged
26324, Armour kit missing
26339, Mine plow/roller
26363, Damaged
26371, Cope cage
26373, Cope cage
26393, Cope cage
26395, Cope cage
26397, Cope cage
26400, Flipped
26412, Damaged
26421, Cope cage
26433, Shattered
26439, ☐
26444, Shattered
26447, Cope cage
26448, Mine plow/roller
26460, Cope cage
26464, Shattered
26472, Additional armour
26488, Cope cage
26489, Cope cage
26490, Mine plow/roller
26491, Cope cage
26494, Jammer
26497, Cope cage
26503, Cope cage
26505, Flipped
26506, ✕
26511, Cope cage
26536, Jammer
26560, Cope cage
26562, Cope cage
26569, Cope cage
26572, O
26577, Shattered
26629, Shattered
26630, Cope cage
26636, Turtle
26637, Damaged
26650, Shattered
26651, Cope cage
26673, Cope cage
26694, Jammer
26695, Cope cage
26697, Jammer
26706, Cope cage
26707, Cope cage
26719, Additional armour
26731, Mine plow/roller
26733, Turtle
26737, Additional armour
26746, Damaged
26747, Damaged
26757, Damaged
26763, Jammer
26765, Cope cage
26767, Cope cage
26768, Jammer
26779, Cope cage
26780, Cope cage
26782, Cope cage
26789, Mine plow/roller
26797, Cope cage
26818, Damaged
26830, Cope cage
26843, ☐
26852, Shattered
26861, Cope cage
26868, Cope cage
26869, Expanded cabin
26877, ◇
26881, Mine plow/roller
26884, Cope cage
26885, Cope cage
26903, Cope cage
26935, Mine plow/roller
26937, Cope cage
26942, Damaged
26952, Cope cage
26956, Cope cage
26957, Cope cage
26959, Additional armour
26962, Shattered
26966, Cope cage
26967, Damaged
26974, ☐
26984, ▲
26989, Expanded cabin
27006, Cope cage
27007, Cope cage
27010, Additional armour
27041, Cope cage
27044, Cope cage
27047, Damaged
27048, Cope cage
27049, Expanded cabin
27050, Expanded cabin
27051, Additional armour
27074, Jammer
27083, Shattered
27101, Damaged
27103, Damaged
27108, Additional armour
27113, Expanded cabin
27118, Cope cage
27119, Additional armour
27127, Additional armour
27139, Expanded cabin
27140, Damaged
27158, Cope cage
27169, ☐
27170, ☐
27174, Jammer
27181, Cope cage
27191, Cope cage
27199, V
27201, Turtle
27205, Cope cage
27206, Turtle
27207, Z
27217, Cope cage
27223, Damaged
27227, Cope cage
27228, ✕
27231, Additional armour
27243, Cope cage
27252, Cope cage
27253, Cope cage
27254, Shattered
27259, Cope cage
27260, Expanded cabin
27261, Damaged
27262, Cope cage
27265, Cope cage
27266, Cope cage
27271, Cope cage
27286, Cope cage
27288, Cope cage
27294, Mine plow/roller
27296, Damaged
27298, Additional armour
27300, Mine plow/roller
27301, Additional armour
27302, Cope cage
27304, Jammer
27306, Additional armour
27318, Cope cage
27345, Cope cage
27347, Cope cage
27348, Cope cage
27350, Damaged
27359, Cope cage
27373, Z
27376, Mine plow/roller
27388, Additional armour
27389, Additional armour
27390, PL-1
27391, Shattered
27393, ✕
27395, Cope cage
27410, Cope cage
27415, Shattered
27420, Cope cage
27446, Cope cage
27451, Expanded cabin
27465, Cope cage
27470, Z
27474, Cope cage
27486, Cope cage
27487, Cope cage
27490, ◇
27500, ▲
27502, ◇
27558, Damaged
27561, Loitering
27570, Cope cage
27579, Cope cage
27582, Damaged
27595, Mine plow/roller
27596, Shattered
27600, Mine plow/roller
27609, Jammer
27611, Jammer
27613, Cope cage
27614, Cope cage
27621, Cope cage
27625, Cope cage
27626, Shattered
27628, ☐
27631, Cope cage
27634, Cope cage
27638, Cope cage
27639, Cope cage
27643, Jammer
27656, Damaged
27661, Mine plow/roller
27663, Shattered
27670, Z
27674, Cope cage
27680, Mine plow/roller
27682, Cope cage
27687, Shattered
27694, Mine plow/roller
27695, Damaged
27702, Cope cage
27708, Cope cage
27709, Cope cage
27710, Cope cage
27723, Mine plow/roller
27737, ✕
27759, Mine plow/roller
27762, Jammer
27763, Jammer
27788, Armour kit missing
27806, ⧸
27814, Jammer
27820, Cope cage
27827, Cope cage
27860, Cope cage
27863, Shattered
27864, Jammer
27865, Cope cage
27870, Cope cage
27871, Damaged
27873, Expanded cabin
27874, Cope cage
27884, ✕
27892, Cope cage
27894, Damaged
27895, Cope cage
27896, Expanded cabin
27898, Mine plow/roller
27908, Additional armour
27920, ☐
27926, Cope cage
27927, Mine plow/roller
27928, Mine plow/roller
27932, ✕
27933, Shattered
27944, Expanded cabin
27945, Expanded cabin
27946, Shattered
27947, Expanded cabin
27951, Mine plow/roller
27958, Cope cage
27962, Jammer
27968, Cope cage
27986, Damaged
27991, Cope cage
27999, Loitering
28013, Cope cage
28018, Jammer
28030, Cope cage
28034, Additional armour
28036, Shattered
28037, Cope cage
28039, Shattered
28040, Mine plow/roller
28041, Cope cage
28042, Damaged
28044, Shattered
28048, Jammer
28052, Damaged
28056, Cope cage
28057, Additional armour
28060, Damaged
28065, Cope cage
28069, Cope cage
28097, Stugna
28100, Jammer
28108, Cope cage
28115, V
28129, Cope cage
28130, Cope cage
28132, Shattered
28135, Damaged
28149, Cope cage
28164, Cope cage
28165, ◇
28168, Z
28171, Expanded cabin
28175, Additional armour
28176, Cope cage
28178, Damaged
28179, Cope cage
28181, Damaged
28182, Expanded cabin
28183, Mine plow/roller
28218, Jammer
28227, Expanded cabin
28232, Mine plow/roller
28238, Jammer
28243, Cope cage
28302, Additional armour
28303, Shattered
28310, Damaged
28326, Expanded cabin
28327, V
28348, Damaged
28356, ◇
28363, Jammer
28366, Shattered
28373, V
28385, Additional armour
28399, Jammer
28400, Additional armour
28413, Cope cage
28418, Cope cage
28425, Cope cage
28433, Cope cage
28435, Damaged
28449, Cope cage
28454, ◇
28465, Cope cage
28467, Cope cage
28468, ◇
28470, Jammer
28484, Additional armour
28492, Additional armour
28514, Cope cage
28527, Cope cage
28528, Shattered
28544, Jammer
28546, Expanded cabin
28547, Cope cage
28548, Cope cage
28549, Cope cage
28550, Shattered
28593, Jammer
28594, Additional armour
28595, Cope cage
28604, Jammer
28606, Shattered
28608, Cope cage
28610, Damaged
28613, Damaged
28617, Cope cage
28618, Cope cage
28620, Jammer
28621, Shattered
28632, Cope cage
28645, Damaged
28659, Jammer
28667, Cope cage
28673, Shattered
28684, Cope cage
28702, Cope cage
28723, Jammer
28731, Shattered
28747, Mine plow/roller
28749, Cope cage
28750, Cope cage
28751, Damaged
28754, Shattered
28761, Turtle
28773, Shattered
28774, Additional armour
28781, Cope cage
28800, Jammer
28803, Cope cage
28825, ◇
28847, Cope cage
28857, Cope cage
28858, Cope cage
28869, Additional armour
28888, ☐
28892, Cope cage
28912, Cope cage
28942, Jammer
28946, ◇
28971, Jammer
28972, Improvised
28973, Expanded cabin
28974, V
28977, Cope cage
28980, ☐
28999, ✕
29005, Cope cage
29008, ✕
29039, Damaged
29067, Cope cage
29068, Jammer
29069, Jammer
29072, Damaged
29073, Turtle
29080, Improvised
29083, Damaged
29086, Mine plow/roller
29087, Damaged
29094, Cope cage
29099, ◇
29109, Additional armour
29117, Jammer
29134, ◇
29161, Additional armour
29174, Damaged
29181, Cope cage
29187, Cope cage
29237, Expanded cabin
29252, Cope cage
29263, Cope cage
29274, PL-1
29275, Cope cage
29312, Turtle
29317, ✕
29328, Cope cage
29376, Turtle
29398, Damaged
29401, Damaged
29422, Damaged
29423, Cope cage
29424, Cope cage
29431, Expanded cabin
29445, Shattered
29461, Cope cage
29462, Shattered
29471, Cope cage
29478, Additional armour
29482, Cope cage
29497, Additional armour
29498, Additional armour
29499, Cope cage
29502, Additional armour
29505, Cope cage
29507, Expanded cabin
29521, Additional armour
29524, Z
29525, Damaged
29527, Cope cage
29528, Cope cage
29557, Damaged
29565, Cope cage
29570, Cope cage
29571, Cope cage
29572, Cope cage
29590, Additional armour
29593, Additional armour
29605, Cope cage
29607, Jammer
29608, Cope cage
29609, Cope cage
29630, Damaged
29660, Flipped
29661, ☐
29665, Jammer
29666, Jammer
29671, Cope cage
29674, Jammer
29691, Jammer
29698, Additional armour
29739, Damaged
29743, Cope cage
29774, Cope cage
29787, Cope cage
29811, Cope cage
29842, Shattered
29872, Cope cage
29876, Cope cage
29877, Jammer
29883, ☐
29887, Mine plow/roller
29893, Jammer
29906, Cope cage
29913, Additional armour
29915, Cope cage
29920, Shattered
29921, Expanded cabin
29944, Jammer
29957, Cope cage
29959, Damaged
29974, Damaged
29975, Cope cage
29991, Cope cage
29996, Jammer
29997, Cope cage
30008, Additional armour
30009, Jammer
30013, Shattered
30023, Jammer
30034, Cope cage
30043, Shattered
30062, Jammer
30065, Cope cage
30066, Damaged
30067, Damaged
30105, Cope cage
30127, Cope cage
30130, Additional armour
30132, Jammer
30144, Cope cage
30167, Additional armour
30172, Shattered
30189, Jammer
30193, ☐
30196, Additional armour
30197, Jammer
30200, Shattered
30201, Jammer
30203, Shattered
30204, Additional armour
30210, Shattered
30211, Additional armour
30213, Cope cage
30220, Cope cage
30221, Cope cage
30222, Turtle
30223, Additional armour
30224, Jammer
30225, Jammer
30227, Shattered
30229, Jammer
30230, Jammer
30236, Jammer
30243, Damaged
30249, Cope cage
30253, Shattered
30282, Cope cage
30285, Cope cage
30286, Jammer
30289, Shattered
30290, Turtle
30291, Jammer
30296, Cope cage
30298, Cope cage
30299, V
30301, Shattered
30302, Damaged
30313, Damaged
30314, Damaged
30316, Additional armour
30319, Cope cage
30322, Damaged
30323, Additional armour
30325, Cope cage
30329, Damaged
30330, Cope cage
30346, Additional armour
30349, Jammer
30352, Cope cage
30355, Jammer
30359, Shattered
30365, ◇
30369, Additional armour
30370, Additional armour
30374, Cope cage
30375, Cope cage
30376, Additional armour
30386, Cope cage
30397, Cope cage
30398, Jammer
30399, Jammer
30405, Damaged
30409, Expanded cabin
30410, Turtle
30445, Cope cage
30450, Cope cage
30452, Armour kit missing
30462, Jammer
30464, Cope cage
30465, Cope cage
30466, Shattered
30472, Additional armour
30477, Jammer
30480, Damaged
30481, Cope cage
30484, Shattered
30489, Shattered
30511, Shattered
30513, Cope cage
30515, Damaged
30520, Mine plow/roller
30553, Cope cage
30559, Cope cage
30567, Additional armour
30580, Shattered
30599, Damaged
30612, Shattered
30618, Shattered
30632, Additional armour
30655, Additional armour
30668, Cope cage
30669, Damaged
30678, Cope cage
30698, Cope cage
30703, Shattered
30728, Cope cage
30735, Cope cage
30746, Improvised
30756, Turtle
30763, Turretless
30783, Damaged
30797, ∆
30798, Additional armour
30806, ✕
30808, Shattered
30809, Mine plow/roller
30810, Shattered
30813, ◇
30822, Jammer
30831, ▲
30834, Jammer
30837, Turtle
30854, Armour kit missing
30856, Cope cage
30872, Cope cage
30873, Jammer
30874, Cope cage
30884, Cope cage
30888, Jammer
30889, Jammer
30905, Mine plow/roller
30906, Jammer
30907, Turtle
30919, Cope cage
30920, Jammer
30921, Turretless
30923, Flipped
30940, Expanded cabin
30942, Jammer
30947, Jammer
30948, Damaged
30949, Cope cage
30950, Damaged
30955, Jammer
30957, Cope cage
30958, Cope cage
30961, V
30964, Turretless
30965, Cope cage
30968, Turtle
30969, Jammer
30975, Damaged
30977, Turtle
30981, Jammer
30983, V
30985, ✕
31000, Turtle
31002, Damaged
31004, Additional armour
31005, Damaged
31025, Turretless
31029, Cope cage
31076, Jammer
31077, Jammer
31081, Cope cage
31082, Additional armour
31085, Cope cage
31086, Cope cage
31087, Jammer
31088, Cope cage
31093, Cope cage
31098, Cope cage
31119, Jammer
31124, Jammer
31147, Jammer
31148, Jammer
31149, Additional armour
31157, V
31177, Jammer
31179, Cope cage
31184, Additional armour
31185, Additional armour
31187, Jammer
31189, Cope cage
31191, Cope cage
31192, Additional armour
31193, Jammer
31198, Damaged
31207, Cope cage
31210, Shattered
31212, Turretless
31230, Turretless
31231, Additional armour
31234, Jammer
31235, Additional armour
31236, Turtle
31241, Jammer
31242, Damaged
31246, Jammer
31250, Flipped
31251, Jammer
31252, Jammer
31256, Mine plow/roller
31257, Cope cage
31258, Cope cage
31262, Jammer
31291, Z
31303, Jammer
31328, Additional armour
31329, Jammer
31333, Shattered
31338, Cope cage
31339, ✕
31341, Cope cage
31342, Jammer
31345, Jammer
31350, Turretless
31359, Shattered
31381, Cope cage
31382, Jammer
31383, Jammer
31386, Turtle
31413, Z
31414, Armour kit missing
31421, Cope cage
31425, Damaged
31427, Turretless
31440, Cope cage
31441, Cope cage
31443, Cope cage
31481, Jammer
31493, Cope cage
31501, Cope cage
31529, Turtle
31533, Cope cage
31548, Cope cage
31559, Cope cage
31560, Damaged
31564, Cope cage
31565, Additional armour
31578, Damaged
31579, Damaged
31580, Turtle
31593, Cope cage
31596, Additional armour
31624, Expanded cabin
31629, Cope cage
31647, Jammer
31654, Turretless
31657, Turtle
31658, Cope cage
31691, ◇
31692, Additional armour
31696, ✕
31702, ✕
31704, Jammer
31705, V
31706, Cope cage
31728, Turtle
31750, Cope cage
31751, Jammer
31754, Mine plow/roller
31764, Turtle
31773, Jammer
31780, Cope cage
31789, Cope cage
31792, Cope cage
31796, Turtle
31801, Cope cage
31815, Cope cage
31827, Mine plow/roller
31833, Turretless
31842, Mine plow/roller
31854, Shattered
31867, Cope cage
31882, Jammer
31885, Mine plow/roller
31903, Jammer
31918, Turretless
31919, Turretless
31939, Shattered
31945, Cope cage
31948, Cope cage
31951, Shattered
31964, Jammer
31965, Jammer
31986, Turtle
31987, Turtle
31992, Jammer
31993, Jammer
31994, Mine plow/roller
31995, Jammer
31996, Jammer
31997, Additional armour
32004, Cope cage
32011, Shattered
32014, Damaged
32015, Cope cage
32017, Shattered
32018, Damaged
32020, Damaged
32023, Cope cage
32027, Damaged
32028, Damaged
32029, Shattered
32037, Additional armour
32043, V
32059, Cope cage
32060, Jammer
32061, Shattered
32062, Jammer
32066, Turretless
32076, Z
32079, Jammer
32096, Additional armour
32097, Jammer
32098, Damaged
32099, Damaged
32100, Damaged
32103, Additional armour
32104, Additional armour
32105, Additional armour
32106, Jammer
32111, Cope cage
32119, Additional armour
32125, Cope cage
32126, Jammer
32139, Expanded cabin
32161, Cope cage
32164, Jammer
32175, Expanded cabin
32178, Shattered
32192, Turretless
32194, Cope cage
32195, Cope cage
32222, Cope cage
32224, Cope cage
32239, Jammer
32243, Cope cage
32254, Cope cage
32263, Cope cage
32264, Shattered
32272, O
32273, O
32274, Cope cage
32281, Shattered
32288, Jammer
32298, Mine plow/roller
32313, ☐
32315, Additional armour
32328, Damaged
32343, Cope cage
32350, Jammer
32358, Cope cage
32371, Cope cage
32372, Cope cage
32385, Cope cage
32402, Jammer
32405, Turretless
32406, Turretless
32422, Damaged
32423, Additional armour
32424, Damaged
32449, Cope cage
32467, Turretless
32471, Cope cage
32472, Turretless
32479, Shattered
32480, Jammer
32482, Expanded cabin
32484, Cope cage
32495, Expanded cabin
32516, Cope cage
32519, Jammer
32520, Additional armour
32523, Cope cage
32529, Cope cage
32531, Turretless
32533, Damaged
32534, Cope cage
32537, Additional armour
32546, Jammer
32554, Loitering
32569, Additional armour
32572, Jammer
32573, Jammer
32574, Additional armour
32576, Cope cage
32612, Additional armour
32618, Turtle
32619, Flipped
32639, Damaged
32640, Shattered
32642, Shattered
32658, Damaged
32708, Jammer
32732, Cope cage
32733, Additional armour
